url,abstract,short_abstract,t5_sum
Arabisch_Schiereiland,"Het Arabisch Schiereiland of Arabië ( Arabisch: شبه الجزيرة العربية shibh al-jazīrah al-ʻarabīyah of جزيرة العرب jazīrat al-ʻArab;""eiland van de Arabieren"") is een gebied in Azië, direct ten oosten van Afrika. Het wordt begrensd door de Rode Zee, de Golf van Aden, de Indische Oceaan, de Arabische Zee, de Golf van Oman en de Perzische Golf. Het schiereiland omvat de volgende landen: Saoedi-Arabië, Jemen, Oman, Qatar, Koeweit en de Verenigde Arabische Emiraten. Aan de noordrand liggen Jordanië en Irak die ook nog een deel van het schiereiland bezitten. Bahrein ligt op een eiland vlak voor de kust van het schiereiland. De regio speelt een belangrijke geopolitieke rol in het Midden-Oosten en de Arabische wereld door zijn grote olie- en gasvoorraden. Voor de Moderne Tijd, werd het Arabisch Schiereiland ingedeeld in vier verschillende regio's: Hidjaz, Nadjd, Zuid-Arabië en Oost-Arabië. Hijaz en Nadjd maken het grootste deel uit van hedendaags Saoedi-Arabië. Zuid-Arabië bestaat uit Jemen en het westelijke deel van Oman (Dhofar). Oost-Arabië bestaat uit de hele kuststrook van de Arabische zijde van de Perzische Golf (de Khaleej).","Het Arabisch Schiereiland of Arabië (Arabisch: شبه الجزيرة العربية shibh al-jazīrah al-ʻarabīyah of جزيرة العرب jazīrat al-ʻArab;\""eiland van de Arabieren\"" of ook wel \""Arabistan\"") is een gebied in Azië, direct ten oosten van Afrika. Het wordt begrensd door de Rode Zee, de Golf van Aden, de Indische Oceaan, de Arabische Zee, de Golf van Oman en de Perzische Golf. De regio speelt een belangrijke geopolitieke rol in het Midden-Oosten en de Arabische wereld door zijn grote olie- en gasvoorraden.","het Arabisch Schiereiland of Arabi<unk> is een gebied in Azi<unk>, direct ten oosten van Afrika. het wordt begrensd door de Rode Zee, de Golf van Aden, de Indische Oceaan, de Arabische Zee, de Golf van Oman en de Perzische Golf."
Fabian_Cancellara,"Fabian Cancellara (Wohlen bei Bern, 18 maart 1981) is een Zwitserse wielrenner die rijdt voor Trek Factory Racing. Hij wordt doorgaans de tijdritspecialist van zijn generatie genoemd vanwege zijn vier wereldtitels (een record) en één Olympische titel tijdrijden. Voorts wist hij tot op heden zeven keer een ""Monument"" te winnen en staan er 11 individuele etappezeges in grote rondes op zijn palmares.","Fabian Cancellara [uitspraak: 'kɑnʃeːlaːra]? (Wohlen bei Bern, 18 maart 1981) is een Zwitsers voormalig wielrenner, actief van 2000 tot 2016. Hij geldt als een van de beste tijdrijders van zijn generatie vanwege vier wereldtitels (een record) en twee olympische titels in het tijdrijden. Voorts wist hij zeven keer een \""Monument\"" te winnen en staan er elf individuele etappezeges in grote rondes op zijn palmares.",Fabian cancellara is een Zwitserse wielrenner die rijdt voor trek factory racing. hij wordt doorgaans de tijdritspecialist van zijn generatie genoemd vanwege zijn vier wereldtitels (een record) en één Olympische titel tijdrij
Citroenzuur,Citroenzuur is een zwak organisch zuur. Het komt in citrusvruchten voor en is een natuurlijk conserveermiddel en antioxidant. Daarnaast wordt het gebruikt om een zure smaak aan voedsel te geven. In de biochemie is het een belangrijke intermediair in de citroenzuurcyclus. Het is een voedingszuur met E-nummer E330. Zouten en esters van citroenzuur worden citraten genoemd.,"Citroenzuur is een organisch zuur. Het komt bijzonder veel voor in vruchten uit het geslacht Citrus, maar een reeks van groenten- en fruitsoorten bevat dit zuur in hoeveelheden die relevant zijn voor de voeding. Het is het begin- en eindpunt van de citroenzuurcyclus, die een hoofdrol speelt in de cellen van alle aerobe levensvormen, en is daarmee een van de basisstoffen van het leven. Zouten en esters van citroenzuur worden citraten genoemd.",citroenzuur komt in citrusvruchten voor en is een natuurlijk conserveermiddel en antioxidant. in de biochemie is het een belangrijke intermediair in de citroenzuurcyclus.
Edward_Teller,"Edward Teller, oorspronkelijke naam Teller Ede, (Boedapest, 15 januari 1908 – Stanford (Californië), 9 september 2003) was een Amerikaans natuurkundige van Joods-Hongaarse afkomst. Hij wordt ook wel de vader van de waterstofbom genoemd.","Edward Teller, oorspronkelijke naam Teller Ede, (Boedapest, 15 januari 1908 – Stanford (Californië), 9 september 2003) was een Amerikaans natuurkundige van Joods-Hongaarse afkomst. Hij wordt ook wel de vader van de waterstofbom genoemd.","Edward teller, oorspronkelijke naam teller ede, (boedapest, 15 januari 1908 – Stanford (california), 9 september 2003) was een amerikaans natuurkundige van Joods-Hongaarse afkomst."
Kommavlinder,"De kommavlinder (Hesperia comma) is een dagvlinder uit de familie Hesperiidae, de dikkopjes.","De kommavlinder (Hesperia comma) is een dagvlinder uit de familie Hesperiidae, de dikkopjes.","de kommavlinder (Hesperia comma) is een dagvlinder uit de familie Hesperiidae, de dikkopjes."
Maandagziekte,"Maandagziekte, spierbevangenheid of tying up is een spierprobleem dat vooral voorkomt bij paarden die de dag ervoor niet gewerkt hebben, terwijl het voerpatroon niet veranderd is. Het kan heel ernstig en soms zelfs levensbedreigend zijn. Maar meestal gaat het om een lichtere vorm. Paarden met tying up zijn stijf en willen liever niet lopen. Schakel de dierenarts in bij het vermoeden van maandagziekte en houd het dier op temperatuur met dekens. Na een aanval moet het werk heel langzaam weer worden opgebouwd, want er is een grote kans op herhaling. Aanpassingen aan het voer kunnen een volgende aanval helpen voorkomen. Hiervoor zijn speciale dieetvoeders verkrijgbaar bij de dierenarts. Het kan bij een zware vorm van maandagziekte gebeuren dat het paard ook bijna niet meer kan lopen. In de volksmond heet de ziekte maandagziekte omdat het vroeger veel voorkwam bij werkpaarden die dan het weekend stil hadden gestaan. De spieren kunnen de afvalstoffen niet goed verwerken en daardoor krijgt het paard verschrikkelijke pijn in alle spieren. Als een paard dit krijgt dient het onmiddellijk en zo snel mogelijk stil te worden gezet (op stal). Als er te lang mee wordt doorgelopen kan dit tot blijvende schade aan de spieren leiden. Meestal wordt een paard 10 dagen op stal gezet, om daarna langzaam het bewegen weer op te bouwen. Eerst aan de hand stappen, dan de wei in, gevolgd door steeds zwaardere belasting van de spieren. Het herstel moet rustig plaatsvinden en vooral niet overhaast worden. Tegenwoordig is spierbevangenheid vaak het gevolg van bepaalde enzymafwijkingen. Paarden die er aan lijden zijn voortdurend vatbaar. De preventie bestaat uit aangepaste voeding en beweging. Met speciale dieetvoeding worden heel goede resultaten bereikt. Het voedingsadvies en het bewegingsplan moeten goed afgestemd zijn op het paard en diens situatie, en dienen derhalve deskundig te worden opgesteld. Een paardendierenarts is hiervoor de aangewezen persoon.","Maandagziekte, spierbevangenheid of tying up is een spierprobleem dat vooral voorkomt bij paarden die de dag ervoor niet gewerkt hebben, terwijl het voerpatroon niet veranderd is. Het kan heel ernstig en soms zelfs levensbedreigend zijn, maar meestal gaat het om een lichtere vorm. Paarden met deze ziekte zijn stijf en willen liever niet lopen, of kunnen dat bijna niet meer.","maandagziekte, spierbevangenheid of tying up is een spierprobleem die vooral voorkomt bij paarden die de dag ervoor niet gewerkt hebben, terwijl het voerpatroon niet veranderd is. Paarden met tying up zijn"
Stamboom,"Een stamboom (pedigree) is in de genealogie een getekende presentatie van familiegegevens, bijvoorbeeld in de vorm van een boom of met symbolen zoals gebruikt in de genetica. Een stamboom is verder een diagram in de vorm van een boomstructuur waarin veranderingen in de tijd worden weergegeven. Men kan van alle processen die in de tijd veranderen een stamboom opstellen. Er zijn stambomen mogelijk van instellingen, politieke partijen en dieren. Bij dieren wordt met een 'stamboom' een overzicht van voorouders bedoeld, wat bij mensen een kwartierstaat heet. Wanneer bij een dier een stamboom met door een keurmeester gekeurde dieren wordt geleverd, is er sprake van een ""rashond"", ""raspaard"" of ""raskat"".","Een stamboom is een diagram in de vorm van een boomstructuur waarin veranderingen in de tijd worden weergegeven. In de genealogie is een stamboom een getekende of beschreven presentatie van familiegegevens, bijvoorbeeld in de vorm van een boom of met symbolen zoals gebruikt in de genetica. Een fylogenetische stamboom is in de evolutiebiologie een schema dat de evolutionaire afstammingsgeschiedenis van een bepaalde groep verwante biologische soorten (of andere taxa) weergeeft.","een stamboom (pedigree) is in de genealogie een getekende presentatie van familiegegevens, bijvoorbeeld in de vorm van een boomstructuur waarin veranderingen in de tijd worden weergegeven."
Tweede_Engels-Nederlandse_Oorlog,"De Tweede Engels-Nederlandse Oorlog was een oorlog tussen Engeland en de Republiek der Verenigde Nederlanden die van 1665 tot 1667 duurde.Voorafgegaan door de Eerste Engels-Nederlandse Oorlog was ook dit een oorlog die zich vrijwel geheel op zee afspeelde, waarbij de sterkte van de vloot doorslaggevend zou blijken.","De Tweede Engels-Nederlandse Oorlog was een oorlog tussen Engeland en de Republiek der Verenigde Nederlanden die van 1665 tot 1667 duurde.Voorafgegaan door de Eerste Engels-Nederlandse Oorlog was ook dit een oorlog die zich vrijwel geheel op zee afspeelde, waarbij de sterkte van de vloot doorslaggevend zou blijken.",de Tweede Engels-Nederlandse Oorlog was een oorlog tussen Engeland en de Republiek der Verenigde Nederlanden die van 1665 tot 1667 duurde.
Amitai_Etzioni,"Amitai Etzioni, geboren als Werner Falk ( Keulen, 4 januari 1929) is een Joods- Israëlisch- Amerikaanse socioloog en publieksintellectueel, vooral bekend vanwege zijn voorkeur voor het communitarisme. In 1936 emigreerde hij met zijn ouders naar het toenmalig Britse mandaatgebied Palestina.","Amitai Etzioni, geboren als Werner Falk (Keulen, 4 januari 1929) is een Joods-Israëlisch-Amerikaanse socioloog, vooral bekend vanwege zijn voorkeur voor het communitarisme.","Amitai etzioni, geboren als werner falk (keulen, 4 januari 1929) is een Joods- Isra<unk>lisch- amerikaanse socioloog en publieksinteeel, vooral bekend vanwege zijn voorkeur voor het communitarisme."
Cass_Elliot,"Mama Cass Elliot, geboren als Ellen Naomi Cohen ( Baltimore (Maryland), 19 september 1941 – Londen, 29 juli 1974) was een Amerikaans popzangeres en actrice. Mama Cass was een prominent lid van The Mamas and the Papas, een succesvolle vierpersoons folk- en popformatie die in de tweede helft van de jaren zestig hits scoorde. Cass was een opvallende verschijning door haar krachtige stemgeluid en haar forse omvang.","Cass Elliot, geboren als Ellen Naomi Cohen (Baltimore (Maryland), 19 september 1941 – Londen, 29 juli 1974) was een Amerikaans popzangeres en actrice. \""Mama\"" Cass was een prominent lid van The Mamas and the Papas, een succesvolle vierpersoons folk- en popformatie die in de tweede helft van de jaren zestig hits scoorde. Cass was een opvallende verschijning door haar krachtige stemgeluid en haar forse omvang.","Mama Cass Elliot, geboren als Ellen Naomi Cohen ( Baltimore (Maryland), 19 september 1941 – londen, 29 juli 1974) was een prominent lid van de Mamas and the Papas, een succesvolle vierpersoons folk- en popformatie die in de tweede helft van de jaren zestig hits scoorde."
Groepswerk,"Groepswerk is een methode die onder meer wordt toegepast in het sociaal werk in het kader van de maatschappelijk werk, het vormingswerk, het sociaal cultureel werk en het opbouwwerk. Bij deze methode wordt gebruikgemaakt van de ervaringen van de individuele groepsleden of van hun onderlinge relaties om vooraf gestelde doelen te kunnen bereiken.","Groepswerk is een methode die onder meer wordt toegepast in het sociaal werk in het kader van de maatschappelijk werk, het , het en het opbouwwerk. Bij deze methode wordt gebruikgemaakt van de ervaringen van de individuele groepsleden of van hun onderlinge relaties om vooraf gestelde doelen te kunnen bereiken.","groepswerk is een methode die onder meer wordt toegepast in het sociaal werk in het kader van de maatschappelijk werk, het vormingswerk, het sociaal cultureel werk en het opbouwwerk."
Vasili_Soerikov,"Vasili Ivanovitsj Soerikov ( Russisch: Василий Иванович Суриков) ( Krasnojarsk, 24 januari 1848 – Berjozovo, 19 maart 1916) was een Russisch kunstschilder. Soerikov werd geboren in Krasnojarsk in Siberië en behoorde tot de in 1870 opgerichte kunstenaarsgroepering De Zwervers (Peredvizjniki), die zich ten doel stelde de kunst onder het volk te brengen. In levendige en kleurige doeken beeldde hij bij voorkeur momenten uit het leven van het Russische volk uit, vanaf de verovering van Siberië tot Peter de Grote (onder meer De executie van de Streltsy uit 1881, nu in de Tretjakovgalerij). Soerikov was een van de eersten die trachtten de didactische idealen van de groep te verbinden met de nationale artistieke traditie. Schilderijen van Vasili Soerikov komen voor op de volgende pagina's:","Vasili Ivanovitsj Soerikov (Russisch: Василий Иванович Суриков) (Krasnojarsk, 24 januari 1848 – Berjozovo, 19 maart 1916) was een Russisch kunstschilder. Soerikov werd geboren in Krasnojarsk in Siberië en behoorde tot de in 1870 opgerichte kunstenaarsgroepering De Zwervers (Peredvizjniki), die zich ten doel stelde de kunst onder het volk te brengen. In levendige en kleurige doeken beeldde hij bij voorkeur momenten uit het leven van het Russische volk uit, vanaf de verovering van Siberië tot Peter de Grote (onder meer uit 1881, nu in de Tretjakovgalerij in Moskou).","Vasili Ivanovitsj soerikov (krasnojarsk, 24 januari 1848 – Berjozovo, 19 maart 1916) was een Russisch kunstschilder. soerikov behoorde tot de in 1870 opgerichte kunstenaarsgroepering De Zwervers (Peredvizjniki), die "
